,e_id,email_body,subject_line,user
4331,_656.subject,"Professor Titman:  I would like to thank you for taking the time to recommend me to the MBA  Program. In the end, the results were not favorable. I understand that it  is a competitive process, but I felt that with my work experiences,  recommendations, extrcurricular activities, etc., that this would help my  chances and possibly compensate my disability. After talking with you and  Professors Ronn, Brown and Jemison, I was sure that UT was the right place to  continue learning about energy-finance. I am still sure that UT is the place for getting an excellent  graduate-level education, so I want you to know that I am going to do what  ever it takes to get in next year. I plan on taking a couple of graduate  level finance courses at the University of Houston this Summer and Fall to  demonstrate to the Admissions office that I can compete at this level. I also  plan on trying to retake the GMAT test. Due to my disability, this will be a  monumental task, but I am determined to prove to the Admissions committment  that I can do the work at The Texas University Graduate School of Business. Also, I would like to continue our dialague regarding creating an  Energy-Finance Private Equity Fund at UT. I know that with my industry-wide  and investment banking contacts that I can help raise capital for the fund. I am very interested in energy-finance and think that your idea is a very  good. Thanks again for taking the time to listen and talk with me. It has been a",Results!,rogers-b
4332,_674.subject,"I just wanted to let you know that I sent this letter to Dr. Harris addresses  his concerns and stating my commitment to succeeding at The Texas Graduate  School of Business. I hope I have done what it takes to prove that I can  succeed at the School. Thanks again for your help and interest. Sincerely,",Application Letter to Dr. Harris,rogers-b
4333,_684.subject,Here are the research reports that Don Miller got from Raymond James's  Research Group. The second report I believe is the report that you are  looking for. Let me know if you have any questions. Thanks Ben,Power Research,rogers-b
4334,_816.subject,"I talked to Greg Penman in Chicago and he was looking for some infomation on  LM 6000's, but I need to leave for the airport. His number is 312.357.8872. If you could go through this RFP or call him to see what other info he needs  that I haven't given him already. Thanks Ben",RFP,rogers-b
4335,_867.subject,"Here is the model that Delmarva sent to us, which needs to be run through a  WinZip file. You may want to check it against the previous model they sent  to us to see what has changed. I will be putting together questions on the  model they sent over. Let me know when you would like to sit down and go  through them. Bruce - you may want to go through it to check the O&M  assumptions. Bruce, if you have any questions please give myself or Erin  Norris a call. Thanks Ben",Delmarva Peaking Project,rogers-b
4336,_118.subject,"We'll just be doing some house shopping. I think we're going to postpone the  upgrade to the existing house and look to buy a new house. This would eliminate the  need to move out for 6 months. I'm dying to live in a house that is complete. Anyway,  besides this we",This Weekend,ruscitti-k
4337,_122.subject,"Stamos,  I don't think many buying opportunities out there. The economy is going to  get  crushed this year. There's only one place to put one's money now, and that  is in cash. The manufacturing sector is in dire straits and you will continue to see an  increase in plant shutdowns and company layoffs. The Fed could continue to lower rates  but there'll be little capital investment if consumer spending dries up. I feel we've  just seen the beginning. I think the Dow will be trading under 8000 by the end of April. Psychologically, the California crisis will add to consumer fear. The crisis  is not a short term problem. As a result, barring any Federal bailout, you could kiss that  state's economy goodbye. Let me ask you a question; if you were paying (1) the highest real estate  prices in the country, and  (2) the highest energy prices for the least reliable power, in (3) the midst  of a hi-tech meltdown, what would keep you or your company from closing shop and moving to a different state?? If you own any CA real estate, sell. The only way to solve the CA energy crisis is to  reduce demand or increase supply. Since CA doesn't want any power plants in its backyard, the supply issue  likely won't be solved anytime soon. So, how do impact demand?? You have to price energy(power/gas) so  high that the discretionary user (household, manufacturer, commercial store) conserves  by closing its plant, cutting back on the thermastat or running the commercial operation during off-peak  hours. California will see this reduction in demand over time. If the blackouts subside it's because so  many businesses have closed their doors for good or moved to another state. Without this, the  blackouts will get much worse. If the state tries to get into the business of buying and selling electricity  and gas, I would bet it will go bankrupt within 2-3 yrs. Could you imagine the impact on the national  economy from the bankruptcy  of the U.S.'s most prosperous state. Obviously this is only my opinion, but  I would keep my eyes on the energy markets - that's where the key to the turnaround lies. Take Care  and thanks for the email. Kevin",Good Buying Opportunity????,ruscitti-k
4338,_125.subject,"BL,  Have you experienced any blackouts yet? I think you'll see a lot this summer. What does everyone think about the situation? Do they think it's a threat or  not? I think the state is in for a horrific summer - I hope it doesn't turn out that way,  but it'll be incredibly difficult to avoid. Hope everything's going well with work and with the family. When's the next  time you'll be in Dallas? Let me know. KR",Portable Generator,ruscitti-k
4339,_132.subject,"Attached is a list of all non-index, bid week trades for Michcon, Consumers,  and ML7. Please let me know if you have any questions. Thanks,",Bid Week Prices for March '01,ruscitti-k
4340,_149.subject,"Bri,  What's the deal with this Gray Davis guy? What's your opinion on him? He's pretty much out to lunch on this whole energy crisis thing. I was wondering  how the citizens of California viewed him. Hope everything is going well with Kim, Kendall and yourself. Talk to you  soon. Send an updated picture if you have one. Kevin",Gray Davis,ruscitti-k
4341,_21.subject,Hope all is well. I haven't forgot abt the Hawaiin Electric position. I'll  try to get in touch with my friend today. I've been out of town for the last few days. Kevin,<Irene Pappas,ruscitti-k
4342,_212.subject,"Hunter,  Per your request. 1.) Traded the Gulf Coast region starting in Sept/Oct 1999. -  Developed valuable customer relationships        -  Managed Gulf position with Tom Donahoe        -  Gulf book was profitable during this time period. 2.) Moved to Market Book in January 2000. -   Responsible for trading Michigan and Wisconsin markets        -   Managed Market Book w/ Patrice Thurston. -   Market book is profitable  3.) Managed own book starting in May 2000. -  More than doubled daily volume traded in both Michcon            and Consumers. -  Developed and managed multiple products on EOL including",PRC,ruscitti-k
4343,_22.subject,"TJ,  Thanks for the congratulatory message you left on our voicemail - it made us  feel great. We actually didn't go on a honeymoon - we will take one sometime next year. We've just been swamped with the house we recently bought. We bought an old small  bungalow in the city. What a money pit. Hope everything is going great. Tell  everyone we said hi. Thanks again,",Wedding,ruscitti-k
4344,_31.subject,"Susan,  Could you please provide me with copies of the attached contracts. I think  you received a similar request from Tom Donaho. Contact me if you have any questions. Thanks for  your help. Kevin  P.S. My desk # is 3234D and my telephone number is 3-6320.",Contracts,ruscitti-k
4345,_75.subject,"Chump,  Long time no hear. Sorry it's taken me so long to touch base with you. Between work, the wedding, and the fact that we just purchased a house (pending inspections) I've been  pretty stressed. As far as the wedding goes Lisa and I have decided to scale down  considerably. We're only going to have immediately family and the folks in the wedding party. For me that  includes you of course, Moller, Kampy and Peremes (even though she won't be in the wedding). Don't tell her  though, she's the only one I haven't mentioned anything to. I'll make sure you and Moller get to  share a room. I feel kinda bad about not inviting Lowery since I was in his wedding, but I don't feel like  dealing with Kim. She's really  annoyed me the last few times I've seen her. We still plan on having it at the B&B in Long Beach Island. We'll have a  catered dinner for about 45 folks. It should be more manageable and cheaper this way. Do you have the exact date when you'll move back to the states? I'm psyched  you'll be a lot closer. You could swing over to Houston and check out the new house. By that time we  should have it in decent shape. We bought the ugliest, most beat-up house on the block. It definitely needs  a lot of work. We'll be busy for the next year working on it. I think when it's done,  it'll look pretty cool. Anyway,  send me an email and let me know how everything's going and when  you'll be back. Take care and tell Marie we said hi. Kevin",Wedding,ruscitti-k
4346,_8.subject,"Could you please extend the guest id that expired for FTEnergy, the publisher  of gas daily. Please call me when this is completed. We need to have these folks view our daily indices. Thanks,",FTEnergy,ruscitti-k
4347,_80.subject,"Dave,  It was great getting a chance to finanlly meet the other night. Hope you  enjoyed dinner. Since then, I've been thinking abt some of our conversation re: the PBR. I  have a quick question - why wouldn't you under withdraw in Feb and over withdraw in Mar if  Mar is currently higher than Feb.  You could lock this in by buying Mar forward. Also,  what  happens if you withdraw in Mar and the Summer peaks higher than what you withdrew at? How  is this accounted for? I'll talk to you after you get back from Houston. Kevin",What's up?,ruscitti-k
4348,_1045.subject,"At the request of Christi Nicolay, attached please find the definition of an  ""Into Product"" that was prepared by a group of industry participants working  with the Edison Electric Institute (EEI)  (this definition is also available  on the EEI web page). The only other definition of an ""Into"" product of  which I am aware is the information that is available on the Cinergy web page  or the definition published by NYMEX for its ""Into Entergy"" product. If you  have any questions about the ""Into"" energy product that is so commonly traded  in the over-the-counter market in the East (eg ""Into Entergy"", ""Into TVA"",  ""Into Cinergy"", ""Into ComEd""), please don't hesitate to call me.","""Into Product"" definition from EEI",sager-e
4349,_1047.subject,"Attorney-Client Privileged Communication Not Discoverable    Hi Tim  Leslie Reeves recently spoke to me about an outstanding receivable we still  have relating to PCA. PCA went into bankruptcy in 1998. At the time of PCA's bankruptcy, PCA owed   a $5.3 million receivable to EPMI. On EPMI's books, this uncollected  receivable amount was offset by an out-of-the money forward position EPMI had  with PCA which we were able to take to zero when PCA defaulted (contract  provided for one  way payments upon the occurrence of an event of default)  and some funds from credit. After netting all these amounts,  there is still  a $600,000 receivable showing up as owed from PCA to EPMI. Based on the  current bankruptcy proceedings, it is not likely that EPMI will receive any  additional funds from PCA (we have taken a very low key approach in the  bankruptcy due to the lack of PCA funds, the extensive amounts owed by PCA to  other creditors, the assertions being made by PCA against some of the other  creditors, and the legal effect of the one-way payment termination payment  that provided us a significant offset to the receivable). Accordingly, unless I hear otherwise from you, I will talk to Leslie and tell  her to go ahead and clean up the $600,000  PCA receivable now, and in the  unlikely event PCA makes payments to any creditors,  we would then give such  amounts received from PCA back to you. Call me if you have any questions. Thanks",Receivable  Write-off -- Power Company of America (PCA),sager-e
4350,_105.subject,Phone is busy so ..... Will have agreement shortly. Please send fax numbers  (no electronic  copy) where you want it sent. Hope all is well.,BECO Sales,sager-e
4351,_1071.subject,"Confidential; Attorney client work product; Not discoverable  Here is a rough draft. I will also start on TVA letter. Per my earlier vm,  I am struggling with the benefit of a 2 year proposal vs. 7. I'm not sure if  we get any ""cap"" benefit from making a seven year deal even if TVA doesn't  accept our offers (benefit would assume that TVA has an obligation to cover  entire position which is contrary to what our outside counsel has said in the  past. According to Bob, since TVA is asking for specific performance, it may  not be reasonable for TVA to cover entire period. I will try to talk to him  tonight.). If  TVA accepts one of our proposals and then we lose the  termination argument, what do we do? Supply? Terminate Again? In either case  our proposal for 7 years will likely not cap our damages. Let me know what  you think. I'll be in early tomorrow. Thanks",Draft TVA memo to Delainey,sager-e
4352,_1074.subject,CONFIDENTIAL ATTORNEY WORK PRODUCT  Please review attached memo and provide me comments early Thursday morning. Kevin and Rodgers saw an earlier draft and I do not want to recirculate to  them for their final review until we have all legal input. Thanks,Draft TVA memo,sager-e
4353,_1089.subject,"Confidential Attorney Work Product Not Discoverable  Attached is a preliminary draft of the Legal Risk Chart. You will need to  open this in ""Read Only mode""  Richard and Jeff -   As we discussed,  I will need further assistance from you to complete several  of the entries. I have put your names by the entries that will either need  to be updated or to be completed. I believe Julia and Mark T would be the  best to provide updated information on the SEC Risk and the CFTC Risk ,  respectively, and I will get with them shortly to update. This document has  limited access; only my assistant, Brenda Whitehead can view/revise. Accordingly, Jeff and Richard - please either call me to discuss your  comments and I can complete the chart with Brenda or else provide Brenda with  your written comments. Thanks for your help. Elizabeth  36349",Legal Risk Chart - Preliminary Draft,sager-e
4354,_12.subject,"Have a great weekend eating soggy hotdogs in misty, damp weather, dreaming of  Genia on her cruise, all the while wondering about the meaning of quality  time. See you Monday am, not sharp. Bye",Hi,sager-e
4355,_122.subject,This request from Shari is fine with me. Could I also request a flat screen  for my new office? Thanks for your help. Let me know what else I need to do.,Flat Screen Monitor,sager-e
4356,_1284.subject,"Attorney Work Product/Not Discoverable  Top Legal Risks  1. Power Forms -  Trading contracts in the power industry are very weak. Typical problems include, trading under multiple masters, no liquidated  damages for non-delivery, no events of default or calculation of termination  damages, broad performance outs. 2. Agency - Several of our major trading partners operate through an agent  acting on behalf of several operating companies. This creates uncertainty as  to which entity is liable for which trades. 3. Municipalities - Difficult authorization issues associated municipalities. 4.Complexity of transactions - Power transactions can be very complex as a  result, in part, of difficult delivery mechanics and volatile pricing. 5.Timing of transactions - Power transactions typically must be completed on  a very tight time schedule. 6. Lawyer Training - Difficult, time consuming process to train lawyers on  how to document transactions involving power. 7.Process for approval of transactions - Uncertain procedures for making sure  everybody understands risks associated with transactions. Documentation Projects  1. EEI - cont'd work to make EEI the trading contract for power/lessen  reliance on WSPP. 2. One-off Power Form - creation of contract to be used for individual  transactions that are not part of a master. 3. Product Definition - cont'd work on creating/building acceptance for power  product definitions. 4. Platform Trading - Encourage use of EEI as trading platform for all  e-trading. 5. Single master contract for all physical commodities/financial trading  -   work with ISDA to develop single contract for physical trading and then roll  that into single contract for physical and financial trading",Quarterly Legal Review -Power,sager-e
4357,_13.subject,"Hi Susan  How's things going? I hope at least OK if not well. Delete my rambling voice mail if you haven't heard it . Hey about the Sat party, I'm thrilled. We would, of course, love to come to  your house (I think Gail told me that you generously offered to host your own  birthday party) but we would also love to have you guys at our house as well  (wouldn't you rather relax, drink and let the kids shuffle around without  having to worry about the diner preparation, and worse yet, clean up - after  all it is your party - mine's next). Let me know what you think. Sager",Party,sager-e
4358,_133.subject,"Janette  Mark had asked me to call Williams and invite them to the ISDA Energy meeting  in Houston last week. Tim at Williams very much wanted to participate. As  you can see from his email, he must not be on the distribution list for  ISDA. Can you see if it is OK to add him to the distribution list for future  meetings. Also, I called Dynegy at Mark's request and they very much want to  participate as well - Harlan Murphy called me afterwards to ask that he also  get notice of the meetings because they fully support the idea of one Master  for all trades. I will get Genia to forward Harlan's address info to you. Thanks for your help.",North American Energy and Developing Products Committee,sager-e
4359,_15.subject,"Bob   Here is what we sent TVA last year when we were notifying them of the  delivery points we would have delivered to. I'm tied up in meetings the rest  of the day and we want to start notifying TVA of the delivery points we would  have used had we had an obligations to continue to schedule and deliver  energy under the MOPA,  Could you please revise accordingly and send back to  Bill Rust and me this afternoon,  We would like to start sending out tomorrow. As always, thanks for your help. Elizabeth",OPA Notice,sager-e
4360,_181.subject,There are cheap tickets to DC (160) this weekend and I was wondering if I  should go. My mom says she is just far too busy for me to come. She is  alone and Bob is not coming back until next week. What do you think. Ugh,DC,sager-e
4361,_184.subject,Steve and Christian   Could you please review and let me know what you think of this? There is a  call on Thurs at 200 (Central) to discuss. Do you want to participate?,CAISO draft definition rewording,sager-e
4362,_2003.subject,"Confidential - Attorney Work Product/Not Discoverable  A. PGE  I. Termination Rights Based on the Failure to Post Collateral  It is possible that we could terminate the following contracts based on PGE's  or one of its subsidiaries's failure to post collateral as required by the  underlying contracts"":  1. PG&E/ENA - Financial ISDA  - Enron exposure $23 million  2. PGET Power/EPMI - Physical power - Enron exposure $215 million  3. PGE Canada/Enron Canada - Physical gas - Enron exposure $15 million  4.PGE Canada/ENA - Physical gas - Enron exposure $1 million   II. Termination Rights Based on PG&E's Failure to Pay Indebtedness  It is possible that we could terminate the following contracts based on  PG&E's or one of its subsidiaries's default on indebtedness in excess of a  threshold (either $100 million or $50 million):  1. PG&E/ENA - Financial ISDA - Enron Exposure $23 million  2. PG&E/EPMI Physical Power -Enron exposure ($90 million)",PG&E and SCE Defaults,sager-e
4363,_2136.subject,Mark  Here is a revised draft of the CDWR risk memo. Events change everyday. This  morning's paper reports that a rate increase of 40% may be imposed by the  CDWR as early as today and the new bond issue amount is purported to be 16  billion (rather than the 10 initially discussed),draft risk memo on cdwr,sager-e
4364,_220.subject,"Thanks for the documents. If OK w you, I will look at during my flight on  Sunday and will call you on Monday am  if I have any comments. If this isn't  OK, please leave me a voice mail and I will try to review earlier. Thanks",EEI Canada and Ontario Product,sager-e
4365,_223.subject,Attached is draft escrow language for Black Hills that I made up in an  attempt to be sympathetic to Black Hills's desire for certainty on the  release of funds - please review and call Shari with comments first thing on  Wed. I will be travelling Wed but will check messages on Wed afternoon. Good luck,Black Hills - Draft Escrow Language,sager-e
4366,_230.subject,"I think the wedding is on for the 23rd. My mom wants us to stay at a hotel  while in DC. I think Bob would likely want us to stay in DC for Christmas  Day since Chi will be on honeymoon, but I am not real sure on this. Bob is  out in OK over New Year's and I will need to go back up the following weekend  to stay with Mom while Bob is out. What do you think. PS My mom is chain smoking - she bought a cartoon of cigarettes with Chi. Chi thinks we should just let her make her own choices. What do you think.",holidays,sager-e
4367,_231.subject,"Mark , I assume that I should continue work on this. If its OK with you, I  would like to schedule time with you and Mark T to think through how we  should approach the creation/adoption of a single contract for  physical/financial(maybe) trading. Thanks",ISDA Energy Conference,sager-e
4368,_2322.subject,"Attached is a brief memo I prepared in anticipation of the meeting scheduled  for Wed., May 23rd, to discuss setoff issues. Please call if you have any  questions or comments. Thanks",Meeting on Wed. May 23rd to discuss setoff issues,sager-e
4369,_233.subject,Chi is now confused. She want to do the wedding but is feeling overwhelmed  by all the issues:  Mom Her sickness John Short notice for all involved creating tension She and Douglas feeling stressed as a result of above Mom  She seeks advice from a sage Midwesterner. What do you think - Delay or hasten onward,A Midwesterner's view,sager-e
4370,_263.subject,Mark  Attached is a draft of the chart of power risks. Let me know if there is  anything else you would like me to do on this. We are still in the process  of reviewing top exposures with credit. Elizabeth 36349,Chart - Power risk areas,sager-e
4371,_270.subject,"FYI  - I wanted you to know that, despite all appearances, we are working on  finalizing Shari's move to Portland. Shari is looking for a ""relocation""  package. HR has been tied up in PRC and is now searching for a package that  works. HR has promised me a response today and then I can discuss w Mark H  and then present to Shari. End of Feb is still the target date. Hope all well (despite the press).",Shari's relocation,sager-e
4372,_28.subject,"EPMI is entering into more and more transactions that are settled against a  floating, published index price. Our physical contract does not currently  provide for what happens if the published source is not available or is  otherwise materially changed. Under ISDA for financial trading,  this is  addressed as a Market Disruption Event (MDE). Under ENA's standard contract  for financial trading, there is included as a MDE ""the imposition of trading  limits on the range within which the price of the commodity may fluctuate"". What this may mean is that if a cap is imposed on power prices, then in lieu  of using the capped price to determine the floating price, you would be  required (under ISDA) to eventually get brokers to determine what the price  would have been without the cap. I want to add language to our physical contracts that addresses material  changes/disappearance of the published prices that would mirror the financial  trading terms and doubt whether we would want to make the imposition of a cap  on power prices a MDE. If you treat the imposition of a cap (say in CA of  prices to $500 or in NEPOOL to $1,000) as a MDE, then we would be required to  secure quotes as to what the price would have been without the cap each time  that a pricing date trades at the cap level. This only seems fraught with  litigation risk to me. Alternatively, if caps are not deemed a MDE, then you  would always settle against the published prices, even if they are  ""artificially"" determined after the trade was entered into. While caps are  not appealing, I think it would be better to not have the imposition of caps  be considered a MDE. I have spoken with the financial trading group and they  will follow our lead on this. So, depending upon what you both think, we  will make sure that financial and physical power are treated the same on this  issue. Thanks for your thoughts.",Index Transactions,sager-e
4373,_40.subject,"CONFIDENTIAL ATTORNEY/CLIENT INFORMATION NOT DISCOVERABLE  Two years after PCA's bankruptcy, we received a demand letter from PCA. PCA  claims that EPMI owes PCA $15,126,445.16 for damages resulting from EPMI's  wrongful termination of transactions in June 1998. This amount appears to be  based on PCA's calculation of the forward values of the terminated trades,  and certain ""preference payments"" that PCA claims were made to EPMI. This  claim is in its preliminary stages. I will update you with further  information as soon as we get a handle on what the Trustee is really  seeking. As you will remember, we currently have a proof of claim pending  against PCA for over $5 million dollars representing our unpaid receivable  amount. Bill  In connection with this matter, it would be very helpful if you could have  someone gather the following information:  1. Date and amount of last payment made by PCA, splitting the relative net  amounts owed to and from EPMI (I would assume that payment for April  deliveries was made - accordingly, I would assume that the last payment we  received from PCA would have been around May 20th). 2. Total amount of MWH delivered to PCA but for which PCA never paid for. 3. The details of how you calculated the net MTM exposure of the terminated  transactions (pursuant to an email to me dated July 27, 1998 you had  calculated the MTM as of July 7, 1998 at $3,772,939)  As always, thanks for your help.",PCA Demand Letter,sager-e
4374,_418.subject,Here is PGET risk reducing deal that Mark talked to you about. Please  coordinate with Lisa when you get a chance on Tues. I ill help on the power  master w Cinergy to make sure it is suitable for the underlying trades. Thanks so much for your help.,Cinergy and Enron Transaction,sager-e
4375,_423.subject,"Shari  Would you please send to  Dede and Andy Enron's EEl language re   1. Incorporation of prior trades 2. Market Disruption Language 3. Cover Sheet Set Off Language (set off if $ owed to DP) , including  paragraph re  no payments until legal opinion  Thanks",Optional Provisions for EEI Contract,sager-e
4376,_435.subject,"My goldfish died this weekend - He was with us for over 6 months. A trusted  companion for me in the early morning as he sang sweet ""O's"", he looking for  food and me looking for peace of mind early in the morning before the days'  voices began. Another day today looks like another week which is how this whole past month  feels. Hopefully this to will pass. Looking forward to talking to you soon and seeing you in early April. ps - Great work on WAPA;  I get the distinct sense that no matter what, CDWR  will close. I hear Skilling told Portland that he loves trading and  promises resources. Oh my.",oh my,sager-e
4377,_450.subject,Wes  Here is current draft of CDWR agreement. Negotiations are still underway. The underlying contract is the EEI Master - let me know if you need that  standard form. Call w/ any questions/comments  Elizabeth  36349,CDWR draft,sager-e
4378,_465.subject,Mark  Here is a draft of the memo I prepared to explain the Negative CTC assignment  issue. Please review and let me know if this appropriate and I have included  the correct individuals on the distribution list. Thanks for you help.,Negative CTC assignment - memo to distributed,sager-e
4379,_473.subject,"Work really hard. Deal dies, in silence after final commercial offer made  (more money for summer please). Hope you had a great time away from the casino.",Anatomy of a deal,sager-e
4380,_48.subject,"Hi Harlan  Hope your enjoying your fortuitous timing - since you've been gone we haven't  seen below triple digits and there is no relief in site. In that vain, I'd  love nothing more than to pull you back for nothing less than an Into  meeting. I spoke w Kevin Presto, head of East trading, and he has proposed  that we all get together no earlier than the end of next week, with  afternoons and Tues or Thurs being the best days. He would propose that he,  Rogers Herndon and John Zufferli attend. Let me know what days would work  for you.",Into Meeting,sager-e
4381,_49.subject,Thanks for your voice mail. In case you are wondering what my former  secretary and long time friend thinks of me .... This goes with a bigger  story I will tell you about sometime when I can. Talk to you later.,Managers,sager-e
4382,_5.subject,Here is a brief memo prepared by Dan Watkiss relating to the relationship  between TVA transmission and marketing. N   I will call you later to discuss TVA letter. Kevin does not want to make  offer to sell at market based rates. Also want to discuss if there is any  way we can challenge TVA on the hourly tag problems of last week. Talk to you soon. Thanks,FYI - memo about TVA,sager-e
4383,_506.subject,"great - here is brochure. I will try to get list of attendees so we can see  who is going; usually in east, crowd is primarially legal and credit; WSPP  meetings in west however generally have more commercial ... so I don't know  if Stuart would benefit or not but I would love for him to come if he wants. Talk to you soon.",Power Marketing Transactions California Workshop - April 18-19,sager-e
4384,_520.subject,Only 53 signed up so far but here it is - frequently more arrive at last  minute. Steve Marcus Nettelton is doing EOL while Leslie is on maternity leave. Have a great weekend,Attendees at Newport Beach Workshop,sager-e
4385,_522.subject,After looking at this I realize it may not be as helpful as I thought -  certainly would need to add more analysis on the delivery obligations like FM  and other rights to interrupt. Call if you have any questions (713 853 6349). ps  if you get a chance I would love to see the form PGE used in addition to  the WSPP - I think you said it was PGE 11. Thanks,Chart,sager-e
4386,_526.subject,Hi Mike  Dede and my husband and I are all bringing our racquets hoping to get in some  tennis on either or both Wed and Thurs? Can you join us? Let me know.,Newport - tennis anyone?,sager-e
4387,_553.subject,CONFIDENTIAL/NOT DISCOVERABLE  Attached is letter that went to PG&E yesterday - It will not likely get  disclosed unless PG&E elects to go public with it. We are continuing to have  discussions with PG&E about this letter and are planning to meet next week. Call with any questions.,PG&E Calculation of Damages Letter,sager-e
4388,_56.subject,"Mark  Attached is the draft memo. After you have had a chance to review, please  call me with your thoughts/comments. I would also like to briefly speak with  John Klauberg about ""East Coast"" municipalities to make sure he thinks this  policy works in the east as well. John is going to call me early this  afternoon. Also, to the extent you think we should highlight financial  trading policies like I have done, I would like Mark to review what is  written (he did confirm that this is financial trading's policy). Finally,  it would be very helpful if I could get your thoughts on to whom we should  distribute the memo. Thanks",Municipality Draft Memo,sager-e
4389,_566.subject,"Attached is ENA legal's general posting for assistant positions - let Molly  know if you want to make any changes. I have not yet spoken with Molly but  would like to move forward with hiring an assistant asap. Molly said she had  some candidates so .... Also, if you know anyone who may be interested,  please let Molly know. Hopefully we can start interviewing early next week. Thanks",Job Posting,sager-e
4390,_573.subject,attached is blacklined copy. review and if ok with you go ahead and forward  to Larry. document is in my directory under esager/2001/pg&e/standstill.doc. thanks for your help.,Revised PG&E letter,sager-e
4391,_58.subject,"Attached is a rough draft, but I wanted to get you something before I left. Please review and call me with any comments. I will review again tonight and  make final comments. I will be out tomorrow but we can work with Kim to make  final changes Thanks",Indianapolis Confirm,sager-e
4392,_596.subject,"Attached is the final version of the Standstill Agreement that Larry Witalis  and I have been working on. As has been discussed, the Standstill Period  would be until June 20th, the LCs would be extended until June 29th and the  draw condition re 20 day expiry would be deleted. Please review the attached and let me know if this would be OK to execute  tomorrow and send to PG&E for signature. Bill -  please confirm the amounts of the LCs. Thanks",PG&E Standstill - Final Draft,sager-e
4393,_618.subject,"Hi guys  I just remembered that we talked about playing today (1030?) Can anybody make  it? If not, let's try to reschedule. Hope all is well and I'll talk to you  soon.",meet,sager-e
4394,_624.subject,"As per your instructions,I have approved the purchase request for the  following:   One (1) Black/white Network Printer HP 4100N  Cost Center No. 0000107061  Price - $1,503.00 USD  This purchase was requested by Martha Keesler and the printer is for Genia  FitzGerald. If you have any questions regarding this, please direct the e-mail to Martha  Keesler at martha.keesler@enron.com. Thank you,",Printer purchase approval for 1 Black/white Network Printer HP  4100N for Genia FitzGerald,sager-e
4395,_640.subject,"Can you met with Ella's school sometime mid morning on either Wed or Thurs  next week. On Colorado, we currently are scheduled to return on Wed the 22nd. On this  schedule we would miss parent orientation (Tues) and the kids would miss the  first day of school which is a half day (Wed). Reschedule?",plans,sager-e
4396,_653.subject,"FYI  Alice's first day at Enron will be this Friday, June1st. She will be in  employee training on the following Monday. Alice will also be supporting  Harlan Murphy, a new lawyer that will also start on Friday. Thanks",Alice Wright,sager-e
4397,_678.subject,"In accordance with my voice mail, attached is a revised version of the waiver  letter for Janice. After you have a chance to review, please let me know if  this OK. Thanks for your help. Elizabeth   36349",Janice Moore Waiver Letter,sager-e
4398,_754.subject,"Privileged and Confidential. Attoney Client Work Product. Attached is a draft letter for your consideration. Our outside counsel  believes a letter like this would help us in our position that we do not have  to continue buying energy when there is no transfer capability at the SDP  because we know TVA will reject it. Sending this letter is not critical to  the sucess of our position but would bolster it somewhat. Before deceiding  to sent or not, I wanted your thoughts on how you think that giving this  information to TVA would impact us, particularly given TVA's actions today,  re acces to transmission through third party transactions. Lets discuss this  afternoon. Thanks",Draft TVA Letter re Not purchasing energy,sager-e
4399,_757.subject,"FYI - I'm out of the office the rest of this week, in on Monday and then out  all the following week. My assistant Brenda knows where I am. If you need  to reach me either leave me a vm and I'll return the call (I would love  nothing more than to be execused from the painful standardized contract  meetings I will be attending) or else call me on the cell phone 713 854  5747. Bob Madden is the outside lawyer on the TVA MOPA and control area and  you can call him at 713 650 8805 if you need to. He is currently working on  the declaratory judgement petition and is aware of the possible timeframe. Have a great week. Sager",Sager's schedule,sager-e
